,Temperature,Inversion Strength,Surface Relative Humidity,Omega 500,Dew Point,CCNs,Wind Speed,Lapse Rate,Static Stability,Helicity,cld
0,-0.5798297117654436,-0.06576396095386298,-0.26897644065798376,-2.5596933982627266,-0.35904486648839057,0.6113996610097845,-0.6646814294046587,0.9034788578635168,-0.6098241718789719,0.5263638662411304,-1.8898868823192603
1,0.21419851347608532,0.05479276372796976,-0.587286154384036,0.33406292839766244,-2.28503544034546,0.7661436443817493,0.7461269204989786,-0.7898020996047899,0.31270104967743095,0.9776939088316603,2.026367541791836
2,0.4762996793747325,0.9326702460810917,0.8058630238097206,0.01514331509250011,0.891267012726709,0.6252304291702251,0.04454190656114349,0.6127429164467804,0.5537380969452133,0.5601154446973842,2.587512330980436
3,-0.01808733010920227,0.8051042933529228,0.06249878832923127,-0.44225061877102,0.045627780736194334,1.4768944869465022,0.1701565297103802,-0.34552471773461035,0.8168470104532037,0.14814000510486403,-1.0103222836834562
4,0.4793587790001578,1.0726302871533078,0.8672511700826063,0.911641014784573,-0.43638074221209777,1.6861048715196103,-0.03411015721394349,1.4232677625531602,1.0782358315035967,-1.4626516863369827,9.622205178105178
5,0.9124395110586426,-0.7859664475603586,0.6607976902603075,-2.3000648627061486,1.4835975213662491,0.7647027679495905,-1.2222920558176409,-0.31849841305526894,-0.034056313331789434,-1.7295546744814516,3.4459501482851382
6,0.07945866222725738,-1.3737800735680383,-0.7652380897747235,-0.6368618604423816,-0.7351980444322316,-0.4020135205216046,1.494515120629769,-0.22843405951316417,1.3089404311461101,0.9523759947601408,-1.600825170351406
7,0.6136336346763716,-0.272519848060397,0.06430178027042036,0.6018093844721172,-0.8137118070605445,-0.8202425999668755,-0.6586579526000099,0.15175885101094055,-1.4608439930592831,0.8778519150156442,1.458019232752441
8,0.7955674568697512,0.15354960386677846,0.15653352024870953,0.9932677177193522,0.38787347142265743,-0.936824739540937,-1.0466902522985044,1.1377215005362409,1.9694747833734239,0.10990839847562661,-3.6878352406294237
9,0.5976675684935839,0.0020873794668787794,-1.0103854798560852,-2.052880929310186,0.4834208220994328,1.5414212315140545,1.2348871710530633,1.9063496056721803,-0.2634230567708173,-0.8700513885338379,0.2521966398549799
10,-1.3427175850579949,-0.3765878393370703,-0.44994485210278196,-0.04574875381642675,0.9136142797111487,0.7041092396003293,0.2850870602058881,-2.060313646368238,0.7871189315240219,-0.6044619166476093,3.743365555279001
11,1.0830008898122319,1.1325688840416928,-1.450128526592718,-1.0958246764496034,-0.3329042746871544,-0.468525924264294,-0.11070714419852533,0.5587041585233304,0.06878315272298793,0.8092093486302703,-4.343734244434707
12,0.2607634273982685,-1.5961149835872455,-0.2563220509391863,0.6114143102395173,0.6597421397859013,0.3881493727061885,0.08753942110228564,-0.255616362610963,1.52336613024982,-2.0349321763285557,2.4312704131382823
13,-0.6125009326909044,0.716121655706678,-0.4932900513550603,-1.0923657901285164,0.370345071356575,0.6661592925852035,1.4633428538846756,2.311769055233529,1.1371155947174654,0.008645515180276923,0.012282921613058509
14,0.08956331347983097,-0.4880910657488349,0.907343172695849,1.7874952304016989,0.4212139898417202,0.698729901303212,-0.9403899006804687,-0.21200736239310783,-1.7754206579798013,-0.19473452063525398,3.120156123730008
15,1.0402367598283442,-0.44091199548972454,-1.1283374242553228,-0.18757350295810984,1.3130307169556783,1.4023997799787904,1.1162431082021256,1.4454648289820196,-0.579507175143728,0.35301857225763106,1.454232851618904
16,0.9349953695651783,0.4654735528680968,0.3426154984543088,-0.45315598549663233,-0.5373730543481464,-0.5084901624052642,1.0165607977376117,0.8345604205611551,0.8594330335678776,-0.5760067625959762,-0.9512931696612019
17,-1.1790693551653346,0.9594486627438854,-0.420347096891746,-0.47843015375831666,-0.0035657019015829143,0.9419708431172059,0.42829746342968544,-0.13059369362569787,-0.7475791284428521,-0.14638139244591833,2.067526932858523
